,h,T,M,Lambda_lhs,s
4205,-26219.7234,25535425.13,1460000,0.000191,0.000623804
4206,-12889.13682,18462218.31,1460000,0.000191,0.000503919
4207,-19201.75913,44195419.52,1460000,0.000191,0.000940075
4208,-20418.70674,44333583.12,1460000,0.000191,0.000942417
4209,-4753.709985,43368821.43,1460000,0.000191,0.000926065
4210,-30029.42967,8285019.412,1460000,0.000191,0.000331424
4211,-4928.075594,28900375.15,1460000,0.000191,0.000680837
4212,-11534.50123,4831531.027,1460000,0.000191,0.00027289
4213,-24122.40359,25644766.89,1460000,0.000191,0.000625657
4214,-26671.11851,6638682.054,1460000,0.000191,0.00030352
4215,-9060.582114,7734976.985,1460000,0.000191,0.000322101
4216,-31479.04948,23421111.03,1460000,0.000191,0.000587968
4217,-3547.846954,46582283.05,1460000,0.000191,0.00098053
4218,-12865.52467,27107692.31,1460000,0.000191,0.000650452
4219,-11134.58026,38640746.23,1460000,0.000191,0.000845928
4220,-24297.08301,43433927.18,1460000,0.000191,0.000927168
4221,-4612.388464,28009614.2,1460000,0.000191,0.000665739
4222,-2411.493692,25869568.64,1460000,0.000191,0.000629467
4223,-20519.04377,26715035.47,1460000,0.000191,0.000643797
4224,-11042.24751,38007050,1460000,0.000191,0.000835187
4225,-27211.4371,5220116.635,1460000,0.000191,0.000279477
4226,-22365.11092,2355314.423,1460000,0.000191,0.000230921
4227,-10811.1303,19246800.93,1460000,0.000191,0.000517217
4228,-10212.77323,11258677.17,1460000,0.000191,0.000381825
4229,-26468.15106,6215485.957,1460000,0.000191,0.000296347
4230,-22588.55296,30734678.43,1460000,0.000191,0.000711927
4231,-19679.32905,26345976.1,1460000,0.000191,0.000637542
4232,-28159.68424,11412409.69,1460000,0.000191,0.000384431
4233,-29323.07428,4773825.676,1460000,0.000191,0.000271912
4234,-8990.540674,2834644.304,1460000,0.000191,0.000239045
4235,-3706.852562,41289555.4,1460000,0.000191,0.000890823
4236,-28268.33941,29301283.43,1460000,0.000191,0.000687632
4237,-24105.99371,4488518.526,1460000,0.000191,0.000267077
4238,-10002.74086,23235243.71,1460000,0.000191,0.000584818
4239,-25257.93748,12425108.65,1460000,0.000191,0.000401595
4240,-31133.03347,47975688.6,1460000,0.000191,0.001004147
4241,-7137.20745,20461272.51,1460000,0.000191,0.000537801
4242,-15195.21683,40586967.69,1460000,0.000191,0.000878915
4243,-2329.53248,42381426.94,1460000,0.000191,0.000909329
4244,-29785.16064,32228037.7,1460000,0.000191,0.000737238
4245,-21443.75781,29856108.17,1460000,0.000191,0.000697036
4246,-9278.889616,13331944.71,1460000,0.000191,0.000416965
4247,-25730.91569,42262569.9,1460000,0.000191,0.000907315
4248,-15804.78032,14116437.74,1460000,0.000191,0.000430262
4249,-7723.417529,32769423.49,1460000,0.000191,0.000746414
4250,-31468.75238,1985709.04,1460000,0.000191,0.000224656
4251,-12194.38164,37278497.75,1460000,0.000191,0.000822839
4252,-25395.90219,30722029.96,1460000,0.000191,0.000711712
4253,-4171.132116,17700815.8,1460000,0.000191,0.000491014
4254,-10255.06824,29839159.69,1460000,0.000191,0.000696748
4255,-15703.23648,20037122.96,1460000,0.000191,0.000530612
4256,-913.2137469,35331428.99,1460000,0.000191,0.000789838
4257,-17507.16612,26509431.55,1460000,0.000191,0.000640312
4258,-28892.52674,38003255.74,1460000,0.000191,0.000835123
4259,-6205.067896,47299169.73,1460000,0.000191,0.000992681
4260,-23845.42156,19322339.26,1460000,0.000191,0.000518497
4261,-1075.696051,40411814.53,1460000,0.000191,0.000875946
4262,-24315.8263,45601645.05,1460000,0.000191,0.000963909
4263,-18874.70284,20666081.09,1460000,0.000191,0.000541273
4264,-31870.18657,38971529.25,1460000,0.000191,0.000851534
4265,-27105.03252,17350825.01,1460000,0.000191,0.000485082
4266,-12068.37752,45942894.83,1460000,0.000191,0.000969693
4267,-23480.18944,26801945.93,1460000,0.000191,0.00064527
4268,-8347.16842,10764296.58,1460000,0.000191,0.000373446
4269,-15981.48882,21397573.88,1460000,0.000191,0.000553671
4270,-1216.153269,25372705.62,1460000,0.000191,0.000621046
4271,-13894.09824,14956132.32,1460000,0.000191,0.000444494
4272,-5934.650257,38354950.5,1460000,0.000191,0.000841084
4273,-22306.73559,3892826.105,1460000,0.000191,0.00025698
4274,-20214.62865,44872401.11,1460000,0.000191,0.000951549
4275,-11804.3049,17778023.85,1460000,0.000191,0.000492322
4276,-25282.96563,7207915.287,1460000,0.000191,0.000313168
4277,-13033.95729,29636029.04,1460000,0.000191,0.000693306
4278,-12464.85439,2725538.856,1460000,0.000191,0.000237196
4279,-16292.28291,12785702.08,1460000,0.000191,0.000407707
4280,-6462.295928,10819628.66,1460000,0.000191,0.000374384
4281,-16008.03135,44948195.54,1460000,0.000191,0.000952834
4282,-17009.42647,10352678.1,1460000,0.000191,0.000366469
4283,-27903.56344,15714446.91,1460000,0.000191,0.000457347
4284,-17098.06473,26108480.22,1460000,0.000191,0.000633517
4285,-13112.293,20753143.38,1460000,0.000191,0.000542748
4286,-30451.47481,23819282.06,1460000,0.000191,0.000594717
4287,-26585.82712,25311015.7,1460000,0.000191,0.00062
4288,-1794.527526,31890941.1,1460000,0.000191,0.000731524
4289,-24898.39625,34870505.7,1460000,0.000191,0.000782026
4290,-1999.995858,14015080.06,1460000,0.000191,0.000428544
4291,-11710.0743,10575014.5,1460000,0.000191,0.000370238
4292,-15328.47884,4064118.586,1460000,0.000191,0.000259883
4293,-18582.71909,13542167.46,1460000,0.000191,0.000420528
4294,-11972.89459,34603041.02,1460000,0.000191,0.000777492
4295,-27617.26689,41324424.99,1460000,0.000191,0.000891414
4296,-4344.407922,7085264.584,1460000,0.000191,0.000311089
4297,-1103.970571,30861242.68,1460000,0.000191,0.000714072
4298,-19797.256,11704185.8,1460000,0.000191,0.000389376
4299,-11263.26274,20114697.7,1460000,0.000191,0.000531927
4300,-25600.74254,5881790.15,1460000,0.000191,0.000290691
4301,-12250.20052,46793356.17,1460000,0.000191,0.000984108
4302,-29781.84887,21015179.34,1460000,0.000191,0.000547189
4303,-6907.269036,47280810.46,1460000,0.000191,0.00099237
4304,-8759.577005,42704075.55,1460000,0.000191,0.000914798
4305,-24071.27436,10229498.6,1460000,0.000191,0.000364381
4306,-26921.35087,24143193.01,1460000,0.000191,0.000600207
4307,-23952.938,6505919.74,1460000,0.000191,0.00030127
4308,-1089.289203,13570023.08,1460000,0.000191,0.000421
4309,-8717.617129,36873884.28,1460000,0.000191,0.000815981
4310,-29088.3663,34158856.96,1460000,0.000191,0.000769964
4311,-17149.81616,1086645.98,1460000,0.000191,0.000209418
4312,-16830.25702,11106917.78,1460000,0.000191,0.000379253
4313,-22105.212,23120126.53,1460000,0.000191,0.000582867
4314,-6070.378208,34941491.46,1460000,0.000191,0.000783229
4315,-28422.8004,3605803.675,1460000,0.000191,0.000252115
4316,-14092.05128,23430898.54,1460000,0.000191,0.000588134
4317,-5677.076239,17420929.39,1460000,0.000191,0.00048627
4318,-30506.78249,22419771.34,1460000,0.000191,0.000570996
4319,-20028.05431,30902340.4,1460000,0.000191,0.000714768
4320,-28008.17402,16651557.91,1460000,0.000191,0.00047323
4321,-9460.394908,32056292.95,1460000,0.000191,0.000734327
4322,-20785.6003,7753763.502,1460000,0.000191,0.00032242
4323,-31449.07548,289257.2376,1460000,0.000191,0.000195903
4324,-29393.59476,44322132.44,1460000,0.000191,0.000942223
4325,-8815.681216,41786351.21,1460000,0.000191,0.000899243
4326,-16863.25367,27686671.11,1460000,0.000191,0.000660266
4327,-9963.069968,4306210.561,1460000,0.000191,0.000263987
4328,-18440.58046,36026399.8,1460000,0.000191,0.000801617
4329,-28799.16648,41093393.49,1460000,0.000191,0.000887498
4330,-22481.60143,35391402.08,1460000,0.000191,0.000790854
4331,-22289.73136,29195220.69,1460000,0.000191,0.000685834
4332,-13856.05195,9302847.362,1460000,0.000191,0.000348675
4333,-2453.057972,34750731.81,1460000,0.000191,0.000779995
4334,-22472.33906,14891570.03,1460000,0.000191,0.000443399
4335,-19794.19122,35427790.36,1460000,0.000191,0.000791471
4336,-29423.79024,40877451.08,1460000,0.000191,0.000883838
4337,-6455.923017,16334164.88,1460000,0.000191,0.00046785
4338,-13224.88658,14429400.29,1460000,0.000191,0.000435566
4339,-2749.460502,2593573.575,1460000,0.000191,0.000234959
4340,-25780.86859,10041496.7,1460000,0.000191,0.000361195
4341,-26306.5618,45697410.42,1460000,0.000191,0.000965532
4342,-17120.38837,44159717.28,1460000,0.000191,0.00093947
4343,-12041.58944,40761781.12,1460000,0.000191,0.000881878
4344,-12321.31825,25071701.64,1460000,0.000191,0.000615944
4345,-6988.384605,37221767.74,1460000,0.000191,0.000821877
4346,-15416.48247,18858611.14,1460000,0.000191,0.000510637
4347,-935.5632906,39886834.95,1460000,0.000191,0.000867048
4348,-559.1441783,8621946.259,1460000,0.000191,0.000337135
4349,-23435.72035,32559320.49,1460000,0.000191,0.000742853
4350,-25943.96845,42483549.34,1460000,0.000191,0.00091106
4351,-5265.260671,13070629.02,1460000,0.000191,0.000412536
4352,-9643.411555,34933133.61,1460000,0.000191,0.000783087
4353,-21183.42206,40734017.55,1460000,0.000191,0.000881407
4354,-12589.18158,1754409.826,1460000,0.000191,0.000220736
4355,-15944.44905,43957513.42,1460000,0.000191,0.000936043
4356,-15693.30242,13528355.34,1460000,0.000191,0.000420294
4357,-15900.08357,25489250.21,1460000,0.000191,0.000623021
4358,-5465.973769,41973677.77,1460000,0.000191,0.000902418
4359,-19125.09361,33493063.52,1460000,0.000191,0.000758679
4360,-26155.64017,28533717.74,1460000,0.000191,0.000674622
4361,-19506.52396,14248018.27,1460000,0.000191,0.000432492
4362,-25927.34595,12324889.79,1460000,0.000191,0.000399896
4363,-20832.07285,42630867.48,1460000,0.000191,0.000913557
4364,-7493.593654,21839594.4,1460000,0.000191,0.000561163
4365,-7110.505027,47583390.34,1460000,0.000191,0.000997498
4366,-26604.57113,4246030.809,1460000,0.000191,0.000262967
4367,-7663.274531,19517674.49,1460000,0.000191,0.000521808
4368,-8095.796152,31174087.39,1460000,0.000191,0.000719374
4369,-8470.346165,33096305.75,1460000,0.000191,0.000751954
4370,-11689.26392,5552816.492,1460000,0.000191,0.000285116
4371,-13426.17066,38746133.18,1460000,0.000191,0.000847714
4372,-9274.78402,31741154.28,1460000,0.000191,0.000728986
4373,-26251.00763,45734180.85,1460000,0.000191,0.000966156
4374,-12027.13639,47896795.38,1460000,0.000191,0.00100281
4375,-5249.580284,6244737.581,1460000,0.000191,0.000296843
4376,-25343.49556,39063126.34,1460000,0.000191,0.000853087
4377,-20660.21949,22030632.13,1460000,0.000191,0.000564401
4378,-6952.335752,20641068.02,1460000,0.000191,0.000540849
4379,-10674.16976,46024769.77,1460000,0.000191,0.000971081
4380,-29493.76493,45597866.08,1460000,0.000191,0.000963845
4381,-8070.923472,43494581.22,1460000,0.000191,0.000928196
4382,-15403.22308,5472296.878,1460000,0.000191,0.000283751
4383,-31537.5231,9818802.441,1460000,0.000191,0.00035742
4384,-15728.09989,7741831.63,1460000,0.000191,0.000322217
4385,-1945.378792,18356869.99,1460000,0.000191,0.000502133
4386,-21967.99247,9028637.332,1460000,0.000191,0.000344028
4387,-24343.81344,2152543.584,1460000,0.000191,0.000227484
4388,-596.5468068,27605644.93,1460000,0.000191,0.000658892
4389,-26360.09081,13098176.09,1460000,0.000191,0.000413003
4390,-16039.68674,45875134.81,1460000,0.000191,0.000968545
4391,-9709.291668,35644921.14,1460000,0.000191,0.000795151
4392,-21161.50048,43882097.48,1460000,0.000191,0.000934764
4393,-27516.23536,4458930.675,1460000,0.000191,0.000266575
4394,-140.7884493,18785346.79,1460000,0.000191,0.000509396
4395,-6506.887365,23283467.76,1460000,0.000191,0.000585635
4396,-30184.62704,18688038.13,1460000,0.000191,0.000507746
4397,-12845.10178,39913629.39,1460000,0.000191,0.000867502
4398,-17687.14946,39350372.68,1460000,0.000191,0.000857955
4399,-578.1946751,45470496.65,1460000,0.000191,0.000961686
4400,-2813.313148,26225738.87,1460000,0.000191,0.000635504
4401,-5700.468881,2338760.068,1460000,0.000191,0.00023064
4402,-10736.78132,40074846.73,1460000,0.000191,0.000870235
4403,-19742.98515,31052657.41,1460000,0.000191,0.000717316
4404,-11860.24227,15901777.05,1460000,0.000191,0.000460522
4405,-30954.15534,24069229.48,1460000,0.000191,0.000598953
4406,-29999.15588,31960308.26,1460000,0.000191,0.0007327
4407,-6065.477325,7393956.161,1460000,0.000191,0.000316321
4408,-31882.53417,41006405.54,1460000,0.000191,0.000886024
4409,-27062.26688,37011219.28,1460000,0.000191,0.000818309
4410,-21585.00423,45893389.79,1460000,0.000191,0.000968854
4411,-22373.80304,14105799.51,1460000,0.000191,0.000430081
4412,-31071.25715,42221071.92,1460000,0.000191,0.000906611
4413,-8919.544482,25302437.85,1460000,0.000191,0.000619855
4414,-13812.54968,45742044.47,1460000,0.000191,0.000966289
4415,-14213.4259,1009011.567,1460000,0.000191,0.000208102
4416,-19525.8625,6780504.069,1460000,0.000191,0.000305924
4417,-10244.88479,44094058.19,1460000,0.000191,0.000938357
4418,-24251.01408,38246613.76,1460000,0.000191,0.000839248
4419,-12653.96204,3358200.211,1460000,0.000191,0.000247919
4420,-24924.73653,46670700.4,1460000,0.000191,0.000982029
4421,-10269.22851,34677418.15,1460000,0.000191,0.000778753
4422,-31546.9626,33428214.22,1460000,0.000191,0.00075758
4423,-19546.15807,4847693.853,1460000,0.000191,0.000273164
4424,-320.523372,15631120.33,1460000,0.000191,0.000455934
4425,-22648.37396,2868092.862,1460000,0.000191,0.000239612
4426,-21154.83918,30166598.7,1460000,0.000191,0.000702298
4427,-22641.30159,35548803.69,1460000,0.000191,0.000793522
4428,-25994.08775,17791126.21,1460000,0.000191,0.000492545
4429,-11218.70549,6377583.499,1460000,0.000191,0.000299095
4430,-1007.79366,13358993.12,1460000,0.000191,0.000417424
4431,-27101.03318,9157602.863,1460000,0.000191,0.000346214
4432,-5104.873558,5788857.094,1460000,0.000191,0.000289116
4433,-28470.10226,7385054.878,1460000,0.000191,0.00031617
4434,-12765.20195,21865354.91,1460000,0.000191,0.000561599
4435,-16958.11502,19599235.88,1460000,0.000191,0.00052319
4436,-6791.202678,2702995.274,1460000,0.000191,0.000236813
4437,-28081.85025,16201376.99,1460000,0.000191,0.0004656
4438,-515.2196594,43200590.55,1460000,0.000191,0.000923213
4439,-30932.35225,47683050.75,1460000,0.000191,0.000999187
4440,-17680.82843,14294016.35,1460000,0.000191,0.000433271
4441,-28974.43637,46112838.94,1460000,0.000191,0.000972574
4442,-8522.443992,11269559.39,1460000,0.000191,0.000382009
4443,-17048.8256,10017967.06,1460000,0.000191,0.000360796
4444,-24138.74767,33085098.48,1460000,0.000191,0.000751764
4445,-1832.552658,32572454.6,1460000,0.000191,0.000743076
4446,-13042.07288,35382213.04,1460000,0.000191,0.000790699
4447,-20207.99342,18342290.19,1460000,0.000191,0.000501886
4448,-25469.19398,35824542.15,1460000,0.000191,0.000798196
4449,-28835.0841,21055949.7,1460000,0.000191,0.000547881
4450,-2325.63318,20590171.86,1460000,0.000191,0.000539986
4451,-1393.86556,36113698.44,1460000,0.000191,0.000803097
4452,-31591.67328,16658748.69,1460000,0.000191,0.000473352
4453,-20557.88194,45641626.64,1460000,0.000191,0.000964587
4454,-25270.6558,13784591.56,1460000,0.000191,0.000424637
4455,-19107.53368,42499533.64,1460000,0.000191,0.000911331
4456,-824.0799468,3282806.704,1460000,0.000191,0.000246641
4457,-2788.18771,35365658.09,1460000,0.000191,0.000790418
4458,-11084.21103,16939360.07,1460000,0.000191,0.000478108
4459,-16626.05518,9597377.202,1460000,0.000191,0.000353667
4460,-25156.05576,4281005.894,1460000,0.000191,0.000263559
4461,-29840.06101,23967861.72,1460000,0.000191,0.000597235
4462,-11741.44325,39033898.78,1460000,0.000191,0.000852592
4463,-15060.88368,46421727.98,1460000,0.000191,0.000977809
4464,-16771.5954,41902517.02,1460000,0.000191,0.000901212
4465,-15007.99956,3597363.899,1460000,0.000191,0.000251972
4466,-25274.90644,33193334.25,1460000,0.000191,0.000753599
4467,-13750.10572,12304944.6,1460000,0.000191,0.000399558
4468,-12263.75064,8482084.903,1460000,0.000191,0.000334764
4469,-29532.10367,15394704.44,1460000,0.000191,0.000451927
4470,-9071.191024,17345152.8,1460000,0.000191,0.000484986
4471,-31746.15464,42686106.02,1460000,0.000191,0.000914493
4472,-31106.32885,4217829.265,1460000,0.000191,0.000262489
4473,-24770.49986,43946735.66,1460000,0.000191,0.00093586
4474,-15739.47833,47209207.24,1460000,0.000191,0.000991156
4475,-2378.310627,42188718.36,1460000,0.000191,0.000906063
4476,-26846.91503,21189580,1460000,0.000191,0.000550145
4477,-24018.63392,28685435.82,1460000,0.000191,0.000677194
4478,-23443.981,37263794.68,1460000,0.000191,0.00082259
4479,-5489.014324,20407831.48,1460000,0.000191,0.000536895
4480,-27401.83545,20411631.25,1460000,0.000191,0.00053696
4481,-10159.98861,27991070.65,1460000,0.000191,0.000665425
4482,-29757.26286,29211252.17,1460000,0.000191,0.000686106
4483,-26352.82693,29185459.38,1460000,0.000191,0.000685669
4484,-23964.63285,22834532.41,1460000,0.000191,0.000578026
4485,-7376.956114,32626476.88,1460000,0.000191,0.000743991
4486,-9097.865141,6694252.637,1460000,0.000191,0.000304462
4487,-28823.12134,38696665.91,1460000,0.000191,0.000846876
4488,-2344.096435,357792.0593,1460000,0.000191,0.000197064
4489,-9445.41536,41999127.84,1460000,0.000191,0.00090285
4490,-24333.40302,29885844.69,1460000,0.000191,0.00069754
4491,-7665.104792,31912754.37,1460000,0.000191,0.000731894
4492,-27949.9314,1170499.905,1460000,0.000191,0.000210839
4493,-30497.69683,39818386.96,1460000,0.000191,0.000865888
4494,-8578.313234,45903933.84,1460000,0.000191,0.000969033
4495,-20806.0805,16775734.33,1460000,0.000191,0.000475334
4496,-20008.47889,29520272.49,1460000,0.000191,0.000691344
4497,-24672.68474,13575202.63,1460000,0.000191,0.000421088
4498,-1467.840965,30161646.92,1460000,0.000191,0.000702214
4499,-1659.43841,12962224.05,1460000,0.000191,0.000410699
4500,-19821.26174,45790723.57,1460000,0.000191,0.000967114
4501,-8451.429113,8730948.899,1460000,0.000191,0.000338982
4502,-15212.9824,4643561.115,1460000,0.000191,0.000269704
4503,-5564.278135,44987698.22,1460000,0.000191,0.000953503
4504,-20308.58558,35632389.05,1460000,0.000191,0.000794939
4505,-24194.2373,37274430.2,1460000,0.000191,0.00082277
4506,-14128.05657,17712201.17,1460000,0.000191,0.000491207
4507,-27761.58122,32936077.65,1460000,0.000191,0.000749239
4508,-18851.68548,15509019,1460000,0.000191,0.000453865
4509,-31396.53164,8740304.842,1460000,0.000191,0.000339141
4510,-10761.93646,41858567.15,1460000,0.000191,0.000900467
4511,-30007.41895,28076125.83,1460000,0.000191,0.000666867
4512,-29454.59414,1055438.406,1460000,0.000191,0.000208889
4513,-15529.56721,37857354.54,1460000,0.000191,0.00083265
4514,-2434.788603,577080.8886,1460000,0.000191,0.000200781
4515,-5421.34677,5519361.301,1460000,0.000191,0.000284548
4516,-12570.48922,19812239.63,1460000,0.000191,0.000526801
4517,-14912.40239,34701982.21,1460000,0.000191,0.000779169
4518,-11128.65072,20681598.19,1460000,0.000191,0.000541536
4519,-15289.72647,46703810.57,1460000,0.000191,0.00098259
4520,-9164.001328,28761801.61,1460000,0.000191,0.000678488
4521,-6676.625352,17146206.26,1460000,0.000191,0.000481614
4522,-31264.59454,12643989.99,1460000,0.000191,0.000405305
4523,-11362.10798,37632742.87,1460000,0.000191,0.000828843
4524,-6366.241943,39736681.76,1460000,0.000191,0.000864503
4525,-29547.56121,44837117.74,1460000,0.000191,0.000950951
4526,-9265.600552,32650180.13,1460000,0.000191,0.000744393
4527,-28789.86249,10181527.18,1460000,0.000191,0.000363568
4528,-20449.83375,45106077.15,1460000,0.000191,0.00095551
4529,-1192.011956,38492192.33,1460000,0.000191,0.00084341
4530,-813.5508839,15516330.02,1460000,0.000191,0.000453989
4531,-170.6834876,23799007.12,1460000,0.000191,0.000594373
4532,-23362.80635,332198.1428,1460000,0.000191,0.00019663
4533,-15253.5904,17104682.84,1460000,0.000191,0.00048091
4534,-7394.647927,38292202.21,1460000,0.000191,0.00084002
4535,-21281.07974,22375989.6,1460000,0.000191,0.000570254
4536,-1343.252471,10534153.65,1460000,0.000191,0.000369545
4537,-9664.551872,21961434.22,1460000,0.000191,0.000563228
4538,-12470.30008,33166198.56,1460000,0.000191,0.000753139
4539,-15248.61237,12446163.88,1460000,0.000191,0.000401952
4540,-687.7613349,41869284.41,1460000,0.000191,0.000900649
4541,-532.892136,7648983.678,1460000,0.000191,0.000320644
4542,-24883.83614,30429025.33,1460000,0.000191,0.000706746
4543,-29361.36674,26449481.4,1460000,0.000191,0.000639296
4544,-17500.39763,14482757.63,1460000,0.000191,0.00043647
4545,-9720.091762,20941021.28,1460000,0.000191,0.000545933
4546,-25642.58293,15791307.34,1460000,0.000191,0.000458649
4547,-13157.36197,28777626.13,1460000,0.000191,0.000678756
4548,-22578.07494,26040214.73,1460000,0.000191,0.00063236
4549,-27599.17209,17870535.14,1460000,0.000191,0.00049389
4550,-11461.69875,31264584.36,1460000,0.000191,0.000720908
4551,-8576.132642,38069107.47,1460000,0.000191,0.000836239
4552,-8597.081397,26294828.48,1460000,0.000191,0.000636675
4553,-9151.610245,10173055.56,1460000,0.000191,0.000363425
4554,-630.1352422,35487042.47,1460000,0.000191,0.000792475
4555,-26838.88326,47752544.65,1460000,0.000191,0.001000365
4556,-11507.03444,10717530.01,1460000,0.000191,0.000372653
4557,-14509.05367,11784483.61,1460000,0.000191,0.000390737
4558,-22196.01482,34670341.55,1460000,0.000191,0.000778633
4559,-24438.08802,45812217.52,1460000,0.000191,0.000967478
4560,-583.4696562,18995279.81,1460000,0.000191,0.000512954
4561,-12353.08672,28845065.83,1460000,0.000191,0.000679899
4562,-1373.71382,86584.76441,1460000,0.000191,0.000192468
4563,-21575.91409,16607622.67,1460000,0.000191,0.000472485
4564,-7320.374256,31351707.4,1460000,0.000191,0.000722385
4565,-4242.133526,29667286,1460000,0.000191,0.000693835
4566,-20995.94248,24798563.6,1460000,0.000191,0.000611315
4567,-8376.752313,10651175.54,1460000,0.000191,0.000371528
4568,-19814.80836,44499132.99,1460000,0.000191,0.000945223
4569,-11457.9675,35059140.23,1460000,0.000191,0.000785223
4570,-17728.47757,12250365.89,1460000,0.000191,0.000398633
4571,-15453.78891,36320267.11,1460000,0.000191,0.000806598
4572,-6850.575569,42512145.46,1460000,0.000191,0.000911545
4573,-7131.886586,24267578.34,1460000,0.000191,0.000602315
4574,-6191.06197,47265227.4,1460000,0.000191,0.000992106
4575,-22192.93869,27181803,1460000,0.000191,0.000651709
4576,-19236.07865,24703086.44,1460000,0.000191,0.000609696
4577,-27071.96524,27646537.8,1460000,0.000191,0.000659585
4578,-29307.02647,10725348.81,1460000,0.000191,0.000372786
4579,-10569.82455,44886714.95,1460000,0.000191,0.000951792
4580,-24873.24221,15069559.52,1460000,0.000191,0.000446416
4581,-15580.44182,6061861.082,1460000,0.000191,0.000293743
4582,-3165.32847,4715156.77,1460000,0.000191,0.000270918
4583,-25052.70471,31228584.95,1460000,0.000191,0.000720298
4584,-27600.47046,46155673.13,1460000,0.000191,0.0009733
4585,-25453.05667,9099048.764,1460000,0.000191,0.000345221
4586,-5115.1004,41459724.17,1460000,0.000191,0.000893707
4587,-7972.368687,31540486.93,1460000,0.000191,0.000725585
4588,-13457.77689,23726142.05,1460000,0.000191,0.000593138
4589,-1858.30076,2726401.264,1460000,0.000191,0.00023721
4590,-10265.66277,38406236.21,1460000,0.000191,0.000841953
4591,-5690.24185,4010978.091,1460000,0.000191,0.000258983
4592,-18302.15445,31683532.85,1460000,0.000191,0.000728009
4593,-29077.80403,29335690.94,1460000,0.000191,0.000688215
4594,-9189.864283,23906572.48,1460000,0.000191,0.000596196
4595,-2298.140941,34242503.81,1460000,0.000191,0.000771381
4596,-26396.5531,9776759.568,1460000,0.000191,0.000356708
4597,-8315.309182,4705990.818,1460000,0.000191,0.000270763
4598,-15619.88984,735994.5269,1460000,0.000191,0.000203474
4599,-10715.871,18957812.08,1460000,0.000191,0.000512319
4600,-20611.99346,21311560.18,1460000,0.000191,0.000552213
4601,-21854.19028,6702570.131,1460000,0.000191,0.000304603
4602,-31780.10231,39655363.65,1460000,0.000191,0.000863125
4603,-6218.100437,28483492.8,1460000,0.000191,0.000673771
4604,-18708.31679,16465128.45,1460000,0.000191,0.00047007
4605,-10655.54423,29852617.57,1460000,0.000191,0.000696977
4606,-9599.312539,22932484.57,1460000,0.000191,0.000579686
4607,-23667.27126,9140009.848,1460000,0.000191,0.000345915
4608,-30307.94931,16443607.32,1460000,0.000191,0.000469705
4609,-16801.40764,33827579.91,1460000,0.000191,0.000764349
4610,-24592.6773,3798406.658,1460000,0.000191,0.00025538
4611,-15685.78188,41925011.87,1460000,0.000191,0.000901593
4612,-7104.718713,44710310.21,1460000,0.000191,0.000948802
4613,-13472.45372,33462247.49,1460000,0.000191,0.000758157
4614,-10961.92802,23047283.79,1460000,0.000191,0.000581632
4615,-5056.798824,44958945.82,1460000,0.000191,0.000953016
4616,-5574.769419,30482998.82,1460000,0.000191,0.000707661
4617,-28541.28197,29818253.25,1460000,0.000191,0.000696394
4618,-28376.31051,10007992.26,1460000,0.000191,0.000360627
4619,-20820.31557,8517204.641,1460000,0.000191,0.000335359
4620,-24736.79713,23654445.17,1460000,0.000191,0.000591923
4621,-19272.28218,44540384.22,1460000,0.000191,0.000945922
4622,-11469.94881,28339811.36,1460000,0.000191,0.000671336
4623,-1155.649076,34355415.86,1460000,0.000191,0.000773295
4624,-13328.52999,42372681.72,1460000,0.000191,0.000909181
4625,-14753.06947,44549958.42,1460000,0.000191,0.000946084
4626,-17415.76537,39082697.49,1460000,0.000191,0.000853419
4627,-30051.04378,25052019.5,1460000,0.000191,0.00061561
4628,-14652.98481,10831615.54,1460000,0.000191,0.000374587
4629,-13659.50329,23249014.46,1460000,0.000191,0.000585051
4630,-4040.183486,23389486.85,1460000,0.000191,0.000587432
4631,-29382.1719,44685288.45,1460000,0.000191,0.000948378
4632,-1564.861502,22032768.38,1460000,0.000191,0.000564437
4633,-14585.97447,40171663.37,1460000,0.000191,0.000871876
4634,-27394.63578,35107602.43,1460000,0.000191,0.000786044
4635,-675.0795926,27121464.03,1460000,0.000191,0.000650686
4636,-20665.02657,19911808.83,1460000,0.000191,0.000528488
4637,-26631.06585,22557394.55,1460000,0.000191,0.000573329
4638,-10703.85837,28440552.5,1460000,0.000191,0.000673043
4639,-2822.037042,16740442.12,1460000,0.000191,0.000474736
4640,-30843.48984,5713136.127,1460000,0.000191,0.000287833
4641,-15849.79604,8879691.132,1460000,0.000191,0.000341503
4642,-19340.30748,24897645.37,1460000,0.000191,0.000612994
4643,-19468.60589,28567148,1460000,0.000191,0.000675189
4644,-4984.777896,9677595.956,1460000,0.000191,0.000355027
4645,-23412.61893,1698287.911,1460000,0.000191,0.000219785
4646,-19301.65715,9645135.155,1460000,0.000191,0.000354477
4647,-20285.8336,25776448.56,1460000,0.000191,0.000627889
4648,-6438.667023,22694136.37,1460000,0.000191,0.000575646
4649,-2536.353233,20278290.24,1460000,0.000191,0.0005347
4650,-10877.30229,24048107.59,1460000,0.000191,0.000598595
4651,-17721.94069,29544358.46,1460000,0.000191,0.000691752
4652,-6658.053696,30699162.65,1460000,0.000191,0.000711325
4653,-14887.40966,34491495.75,1460000,0.000191,0.000775602
4654,-9183.532998,1763370.174,1460000,0.000191,0.000220888
4655,-6616.951944,17639873.42,1460000,0.000191,0.000489981
